Id,Artist,Track,Album,Album_type,Uri,Danceability_x,Energy_x,Key,Loudness,Speechiness_x,Acousticness_x,Instrumentalness,Liveness_x,Valence_x,Tempo,Duration_ms,Title_x,Channel,Views,Likes,Comments,Licensed,official_video,Stream,Album Name,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,Index,Title_y,Top Genre,Year,Beats Per Minute (BPM),Energy_y,Danceability_y,Loudness (dB),Liveness_y,Valence_y,Length (Duration),Acousticness_y,Speechiness_y,Popularity
14031,Imagine Dragons,thunder,Evolve,album,spotify:track:1zB4vmk8tFRmM9UULNzbLB,0.605,0.822,0.0,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,187147.0,Imagine Dragons - Thunder,ImagineDragonsVEVO,1936849342.0,11935830.0,363701.0,True,True,1900080651.0,Thunder,4/27/2017,USUM71704167,203,106.9,"2,384,768,901","244,951","88,329,475",79.0,"2,707,166,590","16,780,231","1,839,173","79,131,934","906,537,912","222,980,374",225.0,"273,249",509,226.0,"1,148,532",43.0,"688,060,560","1,104,391",,"13,844,050",,0,707,thunder,modern rock,2017,168,82,61,-5,15,29,187,1,4,86
14033,Imagine Dragons,demons,Night Visions,album,spotify:track:3LlAyCYU26dvFZBDUIMb7a,0.505,0.71,3.0,-3.015,0.0321,0.19,0.00025,0.329,0.428,89.938,175200.0,Imagine Dragons - Demons (Official Music Video),ImagineDragonsVEVO,1044202331.0,7650933.0,231300.0,True,True,1643098973.0,Continued Silence - EP,1/1/2012,USUM71201071,847,52.8,"2,270,796,677","263,640","71,470,111",80.0,"1,738,647,396","12,375,429","261,866","25,465,591","296,361,891","273,191,644",70.0,"144,439",465,88.0,"2,680,196",29.0,"1,087,793,804","553,855","26,345,651","18,161,724",,0,485,demons,modern rock,2012,90,71,51,-3,33,43,175,19,3,73
14034,Imagine Dragons,natural,Origins (Deluxe),album,spotify:track:2FY7b99s15jUprqC0M5NCT,0.704,0.611,2.0,-6.112,0.0409,0.217,0.0,0.0812,0.22,100.0,189467.0,Imagine Dragons - Natural,ImagineDragonsVEVO,537581730.0,5067694.0,143099.0,True,True,972016370.0,Natural,7/17/2018,USUM71806694,674,58.8,"1,228,556,153","154,255","36,941,962",75.0,"1,220,581,919","10,953,316","1,207,638","29,172,920","396,994,100","186,180,888",72.0,"157,544",175,45.0,"494,642",67.0,"269,729,654","148,539","1,145,378","10,463,981",,0,740,natural,modern rock,2018,100,61,70,-6,8,22,189,22,4,84
14035,Imagine Dragons,whatever it takes,Evolve,album,spotify:track:6Qn5zhYkTa37e91HC1D7lb,0.672,0.655,10.0,-5.021,0.0311,0.0362,0.0,0.117,0.556,134.945,201240.0,Imagine Dragons - Whatever It Takes (Official Music Video),ImagineDragonsVEVO,857708036.0,5305762.0,113078.0,True,True,968589615.0,Whatever It Takes,5/9/2017,USUM71703515,944,49.5,"1,257,258,072","156,442","33,271,283",76.0,"1,192,880,501","7,815,307","202,700","27,054,065","340,416,328","158,079,968",86.0,"148,594",260,37.0,"367,136",9.0,"359,252,086","209,287",,"12,160,416",,0,697,whatever it takes,modern rock,2017,135,66,67,-5,12,56,201,4,3,82
14036,Imagine Dragons,bad liar,Origins (Deluxe),album,spotify:track:2RSHsoi04658QL5xgQVov3,0.383,0.637,3.0,-6.993,0.0703,0.0722,0.0,0.368,0.0827,177.913,260773.0,Imagine Dragons - Bad Liar (Official Music Video),ImagineDragonsVEVO,418271237.0,4308174.0,91826.0,True,True,831122837.0,Bad Liar,11/6/2018,USUM71816161,938,49.8,"1,056,929,910","134,812","31,112,950",74.0,"908,433,462","8,291,217","1,429,594","181,729,752","2,058,078,137","1,802,807,851",54.0,"118,378",37,31.0,"384,519",12.0,"130,853,305","106,853",,"11,123,506",,0,744,bad liar,modern rock,2018,178,64,38,-7,37,8,261,7,7,83
14037,Imagine Dragons,radioactive,Night Visions,album,spotify:track:4G8gkOterJn0Ywt6uhqbhp,0.448,0.784,9.0,-3.686,0.0627,0.106,0.000108,0.668,0.236,136.245,186813.0,Imagine Dragons - Radioactive,ImagineDragonsVEVO,1426556409.0,9256200.0,340807.0,True,True,1470259042.0,Hear Me EP,1/1/2012,USUM71201074,654,59.3,"1,836,362,703","236,427","68,978,853",75.0,"1,838,544,809","12,824,587","340,696","56,611,247","640,674,307","216,497,133",111.0,"166,884",650,118.0,"869,248",47.0,"1,108,092,615","2,068,154",,"16,364",,0,483,radioactive,modern rock,2012,136,78,45,-4,67,24,187,11,6,73
14039,Bruno Mars,when i was your man,Unorthodox Jukebox,album,spotify:track:0nJW01T7XtvILxQgC5J7Wh,0.612,0.28,0.0,-8.648,0.0434,0.932,0.0,0.088,0.387,72.795,213827.0,Bruno Mars - When I Was Your Man (Official Music Video),Bruno Mars,1237507463.0,6771190.0,193121.0,True,True,1439566947.0,Unorthodox Jukebox,12/7/2012,USAT21206701,"4,187",20.7,"2,106,040,891","231,184","111,114,931",81.0,"275,768,987","2,172,034","237,576","72,740,220","624,816,222","27,825,601",104.0,"152,868",228,184.0,"1,054,128",39.0,,,,,,0,506,when i was your man,dance pop,2012,73,28,61,-9,9,39,214,93,4,82
14043,Bruno Mars,just the way you are,Doo-Wops & Hooligans,album,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,0.635,0.841,5.0,-5.379,0.0422,0.0134,0.0,0.0622,0.424,109.021,220734.0,Bruno Mars - Just The Way You Are (Official Music Video),Bruno Mars,1792439997.0,7658128.0,242767.0,True,True,1464356586.0,Just The Way You Are,7/20/2010,USAT21001269,"1,477",38.1,"2,099,862,852","233,719","148,404,419",79.0,"2,218,318,671","10,649,958","372,986","48,743,057","411,934,018","1,777,493,774",174.0,"331,536",429,123.0,"1,032,117",65.0,,,,"9,609,553",,0,423,just the way you are,dance pop,2010,109,84,64,-5,9,43,221,2,4,80
14046,Bruno Mars,24k magic,24K Magic,album,spotify:track:6b8Be6ljOzmkOmFslEb23P,0.818,0.803,1.0,-4.282,0.0797,0.034,0.0,0.153,0.632,106.97,225983.0,Bruno Mars - 24K Magic (Official Music Video),Bruno Mars,1560261356.0,7995643.0,241742.0,True,True,1188857393.0,24K Magic,10/7/2016,USAT21602944,"1,340",40.6,"1,425,996,809","175,419","63,087,960",77.0,"181,151,693","1,671,253","3,667,431","115,712,320","968,641,395","1,465,245",238.0,"240,328",368,153.0,"1,257,927",46.0,"301,404,498","407,873",,,,0,670,24k magic,dance pop,2016,107,80,82,-4,15,63,226,3,8,78
14046,Bruno Mars,24k magic,24K Magic,album,spotify:track:6b8Be6ljOzmkOmFslEb23P,0.818,0.803,1.0,-4.282,0.0797,0.034,0.0,0.153,0.632,106.97,225983.0,Bruno Mars - 24K Magic (Official Music Video),Bruno Mars,1560261356.0,7995643.0,241742.0,True,True,1188857393.0,"NOW That's What I Call Music, Vol. 61",1/27/2017,USAT21603246,"1,882",33.5,"1,425,996,809",995,"505,357",32.0,"1,917,522,970","10,237,469",,,,"1,676,191,851",2.0,,,,,,,,,,,0,670,24k magic,dance pop,2016,107,80,82,-4,15,63,226,3,8,78
14047,Bruno Mars,grenade,Doo-Wops & Hooligans,album,spotify:track:2tJulUYLDKOg9XrtVkMgcJ,0.704,0.558,2.0,-7.273,0.0542,0.148,0.0,0.107,0.245,110.444,222091.0,Bruno Mars - Grenade (Official Music Video),Bruno Mars,1120763133.0,5445873.0,299757.0,True,True,935028274.0,Massive R&B Spring 2011,1/1/2010,USAT21001883,"3,180",24.4,"1,313,545,266","193,103","65,382,148",73.0,"1,310,515,665","6,898,904","40,595","21,561,355","147,790,820","1,599,316,290",60.0,"226,445",257,44.0,"237,782",45.0,,,,"7,702,096",,0,429,grenade,dance pop,2010,110,56,71,-7,12,23,223,15,6,75
14072,Justin Bieber,love yourself,Purpose (Deluxe),album,spotify:track:50kpGaPAhYJ3sGmk6vplg0,0.609,0.378,4.0,-9.828,0.438,0.835,0.0,0.28,0.515,100.418,233720.0,Justin Bieber - Love Yourself (Official Video),Justin Bieber Crew,273175.0,5121.0,153.0,False,False,1975866785.0,Love Yourself,11/9/2015,USUM71516761,530,66.8,"2,423,583,406","221,550","85,152,861",78.0,"2,154,325,842","11,828,484","412,296","54,794,151","546,197,873","1,521,238,263",287.0,"216,976",210,114.0,"644,719",68.0,"579,271,026","399,649",,"16,182,850",,0,645,love yourself,canadian pop,2015,100,38,61,-10,28,52,234,84,44,83
14089,Twenty One Pilots,stressed out,Blurryface,album,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,0.734,0.637,4.0,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333.0,twenty one pilots: Stressed Out [OFFICIAL VIDEO],Fueled By Ramen,2621773189.0,18065718.0,624297.0,True,True,1833638048.0,Stressed Out,4/28/2015,USAT21500597,482,70.1,"2,313,532,702","333,612","85,684,817",79.0,"3,241,796,669","22,573,742","440,911","82,148,305","664,725,202","508,271,083",10.0,"257,332",288,93.0,"590,706",50.0,,,,,,0,620,stressed out,modern rock,2015,170,64,73,-6,6,65,202,5,14,83
14091,Twenty One Pilots,heathens,Heathens,single,spotify:track:6i0V12jOa3mr6uu4WYhUBr,0.732,0.396,4.0,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920.0,twenty one pilots: Heathens (from Suicide Squad: The Album) [OFFICIAL VIDEO],Fueled By Ramen,1987866504.0,15003359.0,472969.0,True,True,1475767872.0,Heathens,6/16/2016,USAT21601930,296,88.6,"1,777,196,966","241,108","65,091,468",78.0,"2,624,180,055","21,763,865","4,715,288","113,594,559","1,024,805,500","479,301,512",125.0,"153,475",322,108.0,"534,238",31.0,"513,952,113","630,803",,"14,696,531",,0,676,heathens,modern rock,2016,90,40,73,-9,11,55,196,8,3,81
14570,One Direction,story of my life,Midnight Memories (Deluxe),album,spotify:track:4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3.0,-5.802,0.0477,0.225,0.0,0.119,0.286,121.07,245493.0,One Direction - Story of My Life,OneDirectionVEVO,976289967.0,7976348.0,734143.0,True,True,940793629.0,Story of My Life,10/28/2013,GBHMU1300210,"3,607",22.6,"1,275,036,167","143,693","85,520,811",79.0,"264,658,339","3,696,633","330,028","105,141,667","862,277,477","62,831",101.0,"86,998",111,44.0,"322,268",24.0,"303,993,932","275,062",,"9,015,652",,0,549,story of my life,boy band,2013,121,66,60,-6,12,29,245,23,5,80
14879,James Bay,let it go,Chaos And The Calm,album,spotify:track:13HVjjWUZFaWilh2QUJKsP,0.546,0.311,1.0,-10.396,0.0288,0.818,1.65e-05,0.107,0.246,147.464,260533.0,James Bay - Let It Go (Official Video),JamesBayVEVO,2112761.0,44813.0,1709.0,True,True,1032592788.0,Let It Go,1/1/2014,USUM71405265,"2,338",29.5,"1,197,774,081","128,593","56,315,096",65.0,"580,076,338","3,685,849","91,701","14,356,531","112,554,627","115,081,691",220.0,"43,670",107,71.0,"277,681",18.0,"472,029,142","235,172","37,231,576","9,218,458",,0,604,let it go,neo mellow,2014,147,31,55,-10,11,25,261,82,3,74
14948,Foster The People,pumped up kicks,Torches,album,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,0.733,0.71,5.0,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,239600.0,Foster The People - Pumped Up Kicks (Official Video),fosterthepeopleVEVO,921285433.0,8408195.0,492919.0,True,True,1393746825.0,Pumped up Kicks,1/1/2010,USSM11002931,"1,113",45.1,"1,791,778,314","344,490","131,726,745",81.0,"599,930,123","5,713,061","786,192","342,804,034","2,757,623,631","19,949,320",195.0,"121,067",167,148.0,"1,029,351",46.0,"777,542,552","1,767,555",,"16,415,660",,0,462,pumped up kicks,indie pop,2011,128,71,73,-6,10,97,240,14,3,84
15509,Bastille,pompeii,Bad Blood,album,spotify:track:3gbBpTdY8lnQwqxNCcf795,0.679,0.715,9.0,-6.383,0.0407,0.0755,0.0,0.271,0.571,127.435,214148.0,Bastille - Pompeii (Official Music Video),BastilleVEVO,711949767.0,5178283.0,217631.0,True,True,1229480697.0,Bad Blood (The Extended Cut),1/1/2013,GBAAA1200795,"1,434",38.9,"1,590,278,292","259,895","65,869,505",71.0,"892,426,661","6,706,344","228,568","72,385,788","587,669,621","202,778,447",153.0,"146,538",299,111.0,"467,038",77.0,"536,880,285","538,789",,"14,002,280",,0,538,pompeii,metropopolis,2013,127,72,68,-6,27,57,214,8,4,70
15658,Lukas Graham,7 years,Lukas Graham,album,spotify:track:5kqIPrATaCc2LqxVWzQGbk,0.765,0.473,10.0,-5.829,0.0514,0.287,0.0,0.391,0.34,119.992,237300.0,Lukas Graham - 7 Years [Official Music Video],Lukas Graham,1357044606.0,9575882.0,318116.0,True,True,1512274920.0,Lukas Graham (Blue Album),6/16/2015,USWB11506516,475,70.5,"1,916,203,330","218,955","70,223,741",78.0,"2,155,590,787","17,104,498","1,080,789","102,852,730","877,998,186","1,859,362,069",176.0,"119,470",79,62.0,"247,841",29.0,"608,909,370","838,417","43,283,341",,,0,679,7 years,danish pop,2016,120,47,77,-6,39,34,237,29,5,80
15868,WALK THE MOON,shut up and dance,TALKING IS HARD,album,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,0.578,0.866,1.0,-3.804,0.0619,0.00701,0.0,0.257,0.619,128.038,199080.0,WALK THE MOON - Shut Up and Dance (Official Video),WalkTheMoonVEVO,408341372.0,2255537.0,68133.0,True,True,1283596592.0,Full Circle: The Live Anthology,11/20/2011,USRC11401949,"1,530",37.6,"1,690,450,389","225,204","121,786,733",81.0,"679,433,670","4,181,978","564,763","31,046,688","201,004,524","213,087,375",270.0,"332,763",806,113.0,"505,069",66.0,"537,982,216","824,867",,"11,303,352",,0,601,shut up and dance,indie pop,2014,128,87,58,-4,26,62,199,1,6,82
15898,Of Monsters and Men,little talks,My Head Is An Animal,album,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,0.457,0.757,1.0,-5.177,0.032,0.0206,0.0,0.146,0.417,102.961,266600.0,Of Monsters And Men - Little Talks (Official Video),OfMonstersAndMenVEVO,342158934.0,2190341.0,86344.0,True,True,828553788.0,Little Talks,1/1/2011,USUM71119106,"3,217",24.3,"1,050,676,021","222,725","53,015,020",75.0,"95,461,283","924,094","78,289","26,746,381","162,004,699","16,316",96.0,"117,045",,68.0,"465,267",43.0,"547,325,755","384,670","3,516,318","15,749,222",,0,519,little talks,folk-pop,2012,103,76,45,-5,15,42,267,2,3,75
16078,Tom Odell,another love,Long Way Down (Deluxe),album,spotify:track:3JvKfv6T31zO0ini8iNItO,0.445,0.537,4.0,-8.532,0.04,0.695,1.65e-05,0.0944,0.131,122.769,244360.0,Tom Odell - Another Love (Official Video),TomOdellVEVO,631458357.0,6008340.0,112609.0,True,True,1425072547.0,Songs from Another Love,1/1/2012,GBARL1300107,"1,842",33.9,"2,444,335,468","380,675","168,483,196",83.0,"996,981,745","9,104,648","452,786","77,257,465","714,451,407","858,018,753",137.0,"36,017",8,195.0,"16,139,369",30.0,,,,,,1,526,another love,modern rock,2013,123,54,45,-9,9,13,244,70,4,58
16098,The Chainsmokers,something just like this,Memories...Do Not Open,album,spotify:track:6RUKPb4LETWmmr3iAEQktW,0.617,0.635,11.0,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160.0,The Chainsmokers & Coldplay - Something Just Like This (Lyric),ChainsmokersVEVO,2118024518.0,10282557.0,270446.0,True,True,2030825694.0,Something Just Like This,2/22/2017,USQX91700278,273,94.0,"2,596,644,721","278,237","128,709,855",82.0,"2,822,804,239","15,242,846","350,848","80,813,727","631,258,708","277,516,825",315.0,"409,911",,420.0,"1,634,441",108.0,"588,568,899","197,928",,"16,040,973",,0,706,something just like this,electropop,2017,103,64,62,-7,16,45,247,5,3,84
16118,5 Seconds of Summer,youngblood,Youngblood (Deluxe),album,spotify:track:2iUXsYOEPhVqEBwsqP70rE,0.596,0.854,7.0,-5.114,0.463,0.0169,0.0,0.124,0.152,120.274,203418.0,5 Seconds of Summer - Youngblood (Official Video),5SOSVEVO,207608224.0,2617012.0,64887.0,True,True,1492403486.0,Youngblood,4/12/2018,GBUM71800366,811,53.9,"1,790,579,305","180,069","75,602,805",76.0,"792,369,989","7,627,895","226,361","15,100,678","81,167,209","225,749,952",148.0,"298,540",164,33.0,"444,155",64.0,"394,705,510","159,091",,"10,854,729",,0,764,youngblood,boy band,2018,120,85,60,-5,12,15,203,2,46,84
16188,Lorde,royals,Pure Heroine,album,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,0.674,0.428,7.0,-9.504,0.122,0.121,0.0,0.132,0.337,84.878,190185.0,Lorde - Royals (US Version),LordeVEVO,917003732.0,4557902.0,221462.0,True,True,993183944.0,The Love Club EP,1/1/2012,NZUM71200031,"1,386",39.8,"1,232,502,989","163,195","59,733,007",73.0,"349,747,981","2,670,057","66,399","21,267,910","198,680,803","1,928,028",195.0,"202,396",356,128.0,"549,211",74.0,"969,328,430","1,394,097","1,047,111","16,239,587",,0,550,royals,art pop,2013,85,43,67,-10,13,34,190,12,12,79
16538,Lauren Daigle,you say,Look Up Child,album,spotify:track:6Up545NUflOiXo8cEraH49,0.494,0.632,5.0,-6.89,0.0342,0.682,0.0,0.0869,0.0797,147.873,274693.0,Lauren Daigle - You Say (Official Music Video),Lauren Daigle,282501436.0,2448260.0,84646.0,True,True,437017343.0,You Say,7/13/2018,US8391800158,"2,033",32.0,"542,480,898","81,834","23,568,889",68.0,"435,065,136","3,809,205","236,600","53,371,812","401,544,074","45,869,358",96.0,"125,323",66,28.0,"129,538",46.0,"239,193,666","181,681",,"10,103,507",,0,750,you say,ccm,2018,148,63,49,-7,9,8,275,68,3,80
16558,Rag'n'Bone Man,human,Human (Deluxe),album,spotify:track:58zsLZPvfflaiIbNWoA22O,0.602,0.707,9.0,-4.097,0.302,0.393,0.0,0.165,0.554,75.087,200187.0,Rag'n'Bone Man - Human (Official Video),RagnBoneManVEVO,1607049062.0,10625492.0,220004.0,True,True,773849349.0,Human,7/21/2016,GBARL1600665,824,53.4,"1,013,083,048","170,367","49,113,191",74.0,"1,900,272,147","12,302,869","265,475","90,999,656","1,070,508,080","186,882,524",197.0,"145,288",138,92.0,"885,612",43.0,"163,719,567","94,640",,"19,092,054",,0,690,human,neo soul,2017,75,71,60,-4,17,55,200,39,30,78
16668,Alan Walker,faded,Different World,album,spotify:track:698ItKASDavgwZ3WjaWjtz,0.468,0.627,6.0,-5.085,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,212107.0,Alan Walker - Faded,Alan Walker,3400741854.0,26446178.0,1250054.0,True,True,1683178074.0,Faded,12/4/2015,NOG841549010,653,59.4,"1,943,842,010","221,874","62,851,374",75.0,"439,888,055","5,232,880","11,253,946","269,640,001","4,682,512,450","23,770,197",103.0,"107,625",4,107.0,"1,092,635",49.0,"122,793,202","262,131","11,403,504","26,821,494",,0,756,faded,electro house,2018,180,63,47,-5,11,16,212,3,5,80
16708,Hozier,take me to church,Hozier (Expanded Edition),album,spotify:track:1CS7Sd1u5tWkstBhpssyjP,0.566,0.664,4.0,-5.303,0.0464,0.634,0.0,0.116,0.437,128.945,241693.0,Hozier - Take Me To Church,HozierVEVO,703903289.0,7060152.0,236392.0,True,True,,Take Me To Church,9/16/2013,IEACJ1300031,"1,293",41.4,"2,544,489,950","238,611","69,693,570",78.0,"1,690,342,490","16,798,785","107,362","35,030,283","261,203,495","319,369,976",172.0,282,148,116.0,"2,848,734",24.0,,,"277,623","29,306,436",,0,567,take me to church,irish singer-songwriter,2014,129,66,57,-5,12,44,242,63,5,77
16708,Hozier,take me to church,Hozier (Expanded Edition),album,spotify:track:1CS7Sd1u5tWkstBhpssyjP,0.566,0.664,4.0,-5.303,0.0464,0.634,0.0,0.116,0.437,128.945,241693.0,Hozier - Take Me To Church,HozierVEVO,703903289.0,7060152.0,236392.0,True,True,,Take Me to Church EP,9/13/2013,USSM11307291,"2,276",30.0,"2,544,489,950","113,315","30,950,638",74.0,"184,351,951","1,963,267","7,069","172,614,084","1,691,376,898","3,808,342",142.0,"2,168",,18.0,"17,163",30.0,"602,652,861","1,112,724",,,,0,567,take me to church,irish singer-songwriter,2014,129,66,57,-5,12,44,242,63,5,77
16809,George Ezra,budapest,Wanted on Voyage (Expanded Edition),album,spotify:track:2ixsaeFioXJmMgkkbd4uj1,0.717,0.455,5.0,-8.303,0.0276,0.0846,0.0,0.11,0.389,127.812,200733.0,George Ezra - Budapest (Official Video),GeorgeEzraVEVO,220995259.0,1237587.0,26450.0,True,True,889360130.0,Did You Hear the Rain?,11/3/2013,GBARL1400477,"3,646",22.5,"1,142,061,871","140,545","43,438,732",79.0,"265,620,751","1,528,733","13,128","5,175,533","42,711,557","16,631,579",183.0,"106,124",208,68.0,"309,720",36.0,"336,791,180","192,462","360,734","12,360,774",,0,630,budapest,folk-pop,2015,128,46,72,-8,11,39,201,8,3,68
16810,George Ezra,shotgun,Staying at Tamara's,album,spotify:track:4ofwffwvvnbSkrMSCKQDaC,0.673,0.735,5.0,-4.733,0.0457,0.286,0.0,0.242,0.754,115.744,201287.0,George Ezra - Shotgun (Official Video),GeorgeEzraVEVO,74625795.0,508563.0,15678.0,True,True,790020794.0,Staying at Tamara's,3/23/2018,GBARL1701372,"1,980",32.4,"930,662,973","130,768","32,965,801",71.0,"473,069,489","2,566,614","217,933","11,966,552","114,370,699","78,973,996",142.0,"141,179",179,55.0,"92,980",36.0,"84,992,691","124,278","1,225,367","7,331,922",,0,748,shotgun,folk-pop,2018,116,74,67,-5,24,75,201,29,5,82
18047,Camila Cabello,havana (feat. young thug),Camila,album,spotify:track:1rfofaqEpACxVEHIZBJe6W,0.765,0.523,2.0,-4.333,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307.0,Camila Cabello - Havana ft. Young Thug,CamilaCabelloVEVO,1052968973.0,10917953.0,473144.0,True,True,1848654151.0,Havana,8/3/2017,USSM11706905,177,112.8,"2,072,182,782","194,332","86,159,672",75.0,"3,952,909,529","32,333,846","1,314,091","53,911,465","546,650,805","2,137,655,536",342.0,"175,317",563,541.0,"1,593,590",95.0,"455,553,499","772,600",,"16,095,913",,0,773,havana (feat. young thug),dance pop,2018,105,52,77,-4,13,39,217,18,3,85
18574,Billie Eilish,bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",album,spotify:track:2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,7.0,-10.965,0.375,0.328,0.13,0.1,0.562,135.128,194088.0,Billie Eilish - bad guy,BillieEilishVEVO,1224659786.0,17920724.0,827432.0,True,True,2203014126.0,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",3/29/2019,USUM71900764,164,117.7,"2,516,804,300","296,739","113,315,017",76.0,"1,779,243,626","26,239,833","3,774,645","177,247,662","1,409,756,969","2,066,888,119",432.0,"353,076","1,024",258.0,"3,123,258",174.0,"229,833,113","534,958",,"18,994,040",,0,787,bad guy,electropop,2019,135,43,70,-11,10,56,194,33,38,95
18759,Calum Scott,dancing on my own,Only Human (Deluxe),album,spotify:track:2BOqDYLOJBiMOXShCV1neZ,0.681,0.174,1.0,-8.745,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,260285.0,Calum Scott - Dancing On My Own (Official Video),CalumScottVEVO,492967983.0,2932079.0,58943.0,True,True,1003155181.0,Dancing On My Own,3/11/2016,UK6KW1500205,"2,154",31.0,"1,232,373,956","134,807","70,718,949",74.0,"823,692,209","4,889,435","97,136","5,421,535","58,183,913","49,841,169",101.0,"19,205",,41.0,"312,677",17.0,"101,328,706","103,883","23,905,057","5,361,735",,0,799,dancing on my own,australian pop,2019,113,17,68,-9,10,24,260,84,3,28
19131,Harry Styles,sign of the times,Harry Styles,album,spotify:track:5Ohxk2dO5COHF1krpoPigN,0.516,0.595,5.0,-4.63,0.0313,0.0275,0.0,0.109,0.222,119.972,340707.0,Harry Styles - Sign of the Times (Official Video),HarryStylesVEVO,1056844449.0,8076168.0,262642.0,True,True,1193530938.0,Sign of the Times,4/7/2017,USSM11703595,743,56.2,"1,532,653,504","191,817","85,380,382",76.0,"1,799,935,129","15,452,150","241,402","80,177,249","500,970,525","1,650,960,443",147.0,"42,284",38,95.0,"2,122,787",67.0,"68,085,051","78,588","1,343,224","18,327,076",,0,693,sign of the times,dance pop,2017,120,60,52,-5,11,22,341,3,3,80
19186,Lewis Capaldi,someone you loved,Divinely Uninspired To A Hellish Extent,album,spotify:track:7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1.0,-5.679,0.0319,0.751,0.0,0.105,0.446,109.891,182161.0,Lewis Capaldi - Someone You Loved,LewisCapaldiVEVO,586768373.0,7367091.0,147565.0,True,True,2634013335.0,Breach,11/8/2018,DEUM71807062,133,129.7,"3,427,498,835","338,763","160,553,919",82.0,"2,153,701,892","20,891,433","1,940,473","212,007,614","2,161,032,034","2,333,853,734",408.0,"600,211",381,502.0,"4,834,088",110.0,"427,212,257","357,540",,"29,266,297",,0,752,someone you loved,pop,2018,110,41,50,-6,11,45,182,75,3,85
